alignment	model
13_distribution_divergence/01_input_alignments/OG0000136_disco_tree2_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000136_disco_tree3_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000136_disco_tree4_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000136_disco_tree5_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000140_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000141_disco_tree1_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000143_disco_tree1_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000143_disco_tree2_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000143_disco_tree3_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000147_disco_tree1_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000147_disco_tree2_aligned_trim.faa	Blosum62
13_distribution_divergence/01_input_alignments/OG0000147_disco_tree4_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000148_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000149_disco_tree1_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000149_disco_tree2_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000151_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000151_disco_tree2_aligned_trim.faa	VT
13_distribution_divergence/01_input_alignments/OG0000151_disco_tree3_aligned_trim.faa	VT
13_distribution_divergence/01_input_alignments/OG0000152_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000152_disco_tree2_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000152_disco_tree3_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000152_disco_tree4_aligned_trim.faa	LG
