alignment	model
13_distribution_divergence/01_input_alignments/OG0000063_disco_tree2_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000064_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000065_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000066_disco_tree1_aligned_trim.faa	cpREV
13_distribution_divergence/01_input_alignments/OG0000066_disco_tree2_aligned_trim.faa	Dayhoff_DCMut
13_distribution_divergence/01_input_alignments/OG0000066_disco_tree3_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000067_disco_tree1_aligned_trim.faa	JTT_DCMut
13_distribution_divergence/01_input_alignments/OG0000069_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000069_disco_tree2_aligned_trim.faa	JTT_DCMut
13_distribution_divergence/01_input_alignments/OG0000070_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000071_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000072_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000073_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000073_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000074_disco_tree1_aligned_trim.faa	JTT_DCMut
13_distribution_divergence/01_input_alignments/OG0000074_disco_tree2_aligned_trim.faa	JTT_DCMut
13_distribution_divergence/01_input_alignments/OG0000074_disco_tree3_aligned_trim.faa	JTT_DCMut
13_distribution_divergence/01_input_alignments/OG0000075_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000075_disco_tree2_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000075_disco_tree3_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000076_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000077_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000077_disco_tree2_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000079_disco_tree1_aligned_trim.faa	JTT_DCMut
13_distribution_divergence/01_input_alignments/OG0000079_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000080_disco_tree1_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000081_disco_tree1_aligned_trim.faa	VT
13_distribution_divergence/01_input_alignments/OG0000082_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000083_disco_tree1_aligned_trim.faa	JTT_DCMut
13_distribution_divergence/01_input_alignments/OG0000083_disco_tree2_aligned_trim.faa	JTT_DCMut
13_distribution_divergence/01_input_alignments/OG0000085_disco_tree1_aligned_trim.faa	VT
13_distribution_divergence/01_input_alignments/OG0000085_disco_tree2_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000086_disco_tree1_aligned_trim.faa	VT
13_distribution_divergence/01_input_alignments/OG0000087_disco_tree1_aligned_trim.faa	JTT_DCMut
13_distribution_divergence/01_input_alignments/OG0000088_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000088_disco_tree2_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000089_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000089_disco_tree2_aligned_trim.faa	MtZoa
13_distribution_divergence/01_input_alignments/OG0000090_disco_tree1_aligned_trim.faa	JTT_DCMut
13_distribution_divergence/01_input_alignments/OG0000090_disco_tree2_aligned_trim.faa	WAG
13_distribution_divergence/01_input_alignments/OG0000091_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000093_disco_tree1_aligned_trim.faa	LG
13_distribution_divergence/01_input_alignments/OG0000094_disco_tree1_aligned_trim.faa	VT
13_distribution_divergence/01_input_alignments/OG0000094_disco_tree2_aligned_trim.faa	Blosum62
13_distribution_divergence/01_input_alignments/OG0000095_disco_tree1_aligned_trim.faa	JTT
13_distribution_divergence/01_input_alignments/OG0000096_disco_tree1_aligned_trim.faa	JTT_DCMut
13_distribution_divergence/01_input_alignments/OG0000096_disco_tree2_aligned_trim.faa	JTT_DCMut
